100000 -1486618624
-492898 -475484 R
-497178 -499339 L
-474335 -475954 R
-482250 -477640 U
-480203 -468206 U
-498016 -472379 U
-486200 -483478 D
-473145 -479979 R
-476660 -473044 R
-484118 -491742 D
-493667 -482015 R
-470530 -489643 U
-492966 -468027 R
-477691 -495375 U
-496014 -489198 R
-494720 -472643 D
-499310 -493412 R
-469438 -492396 L
-493498 -467978 U
-477419 -483153 D
-474662 -467317 U
-476432 -490562 U
-493467 -495246 L
-469330 -497366 L
-499000 -489489 U
-489082 -482536 L
-496448 -489320 R
-471117 -493049 L
-496289 -475050 R
-476143 -467431 L
-487799 -492611 D
-474478 -480911 U
-497591 -499601 D
-469281 -467678 D
-476910 -490622 U
-497276 -472411 U
-475051 -468179 L
-470165 -484903 L
-478489 -468707 D
-478559 -483349 D
-485070 -489411 U
-496500 -485946 D
-477911 -474137 R
-472794 -492332 L
-499092 -469078 R
-477223 -493773 L
-471763 -467414 D
-484860 -486219 R
-496472 -468274 L
-477089 -481217 R
-494508 -484052 D
-483412 -478877 D
-492773 -471429 R
-469371 -469948 L
-493011 -497546 U
-491238 -471505 R
-488112 -486806 R
-497346 -499861 L
-484152 -471959 L
-471008 -470236 R
-467686 -476701 U
-476047 -478068 U
-496804 -486396 R
-494861 -496513 D
-471850 -482899 R
-474971 -490166 D
-471268 -469522 L
-490246 -476561 L
-474650 -477384 L
-471056 -468881 R
-469419 -474934 L
-476459 -469747 U
-481430 -467704 D
-478176 -490876 U
-483892 -478533 R
-485972 -499554 R
-486081 -485276 R
-468437 -498508 L
-494506 -497612 L
-495174 -479737 U
-469188 -494529 U
-467244 -487965 U
-486217 -471548 U
-476135 -482416 L
-470869 -473754 D
-499554 -484855 R
-486977 -474462 R
-468018 -497188 D
-493563 -476181 U
-474378 -496685 D
-470877 -470347 D
-484841 -485080 R
-497934 -496175 D
-471397 -484229 R
-479847 -475929 D
-485901 -499005 U
-476545 -473352 U
-468144 -475673 D
-481610 -472854 R
-487694 -494899 D
-475231 -488886 U
-495932 -472320 R
-481013 -475702 U
-486594 -489933 R
-481302 -471002 R
-492351 -499116 D
-467971 -490636 R
-467734 -495382 D
-474486 -479732 R
-478061 -481553 L
-489756 -476282 R
-497031 -487317 R
-494200 -494711 D
-489541 -498827 D
-496409 -467623 D
-483663 -498066 D
-494784 -481179 U
-469548 -472188 U
-476394 -482996 R
-494686 -469014 U
-497633 -477173 D
-497211 -493752 L
-498488 -473262 U
-488208 -471989 R
-484195 -494024 D
-478169 -494241 R
-488905 -490306 L
-477848 -481035 D
-473220 -497433 R
-495880 -487698 D
-473767 -481971 R
-486462 -498439 D
-488385 -490629 R
-485759 -484861 D
-493312 -480396 U
-482637 -478954 R
-499220 -475346 L
-498812 -494034 R
-491980 -492565 U
-477130 -495630 L
-467452 -475975 R
-478550 -487590 R
-472112 -499590 R
-481253 -492903 D
-483390 -468156 D
-490197 -490768 L
-494501 -496126 U
-471601 -496331 D
-469100 -495473 L
-489794 -474322 R
-485848 -484915 U
-489107 -493553 R
-481578 -487839 R
-473917 -469821 D
-484944 -488934 U
-492539 -495418 R
-470059 -491215 L
-490834 -490833 R
-468434 -496157 R
-487637 -483379 D
-487933 -494574 D
-469066 -482215 D
-486276 -497679 U
-486461 -489942 U
-475530 -498204 U
-491074 -470542 R
-477139 -468702 D
-490485 -485524 R
-483162 -468040 D
-484989 -482552 U
-493845 -485896 D
-477975 -482323 L
-483481 -492413 L
-486393 -470163 L
-479727 -470170 L
-490890 -495799 D
-478684 -491002 R
-475843 -497078 R
-489845 -469290 L
-474166 -479458 R
-477603 -480515 D
-485388 -475266 L
-497938 -477827 R
-486904 -496124 R
-491166 -484730 L
-471288 -492740 D
-486445 -479517 U
-479572 -487729 L
-481711 -470829 L
-482361 -496668 L
-484744 -495956 R
-486124 -496637 U
-480179 -481006 L
-490079 -471520 D
-499304 -474708 U
-490675 -471144 U
-478976 -489316 R
-475372 -498878 D
-492407 -488918 U
-489953 -475409 U
-478382 -480419 D
-498731 -495139 R
-484201 -491661 L
-469925 -469229 L
-490902 -476797 D
-496574 -488287 D
-476000 -490334 U
-490141 -477901 U
-488219 -486807 U
-480761 -476293 U
-498959 -482642 L
-495879 -481441 R
-488363 -493371 L
-490993 -498963 R
-486049 -495180 R
-477621 -482942 R
-472836 -488432 L
-485459 -490070 U
-468056 -492155 U
-499649 -478561 D
-495159 -476362 L
-469749 -476043 D
-496630 -495245 L
-496389 -494000 D
-473966 -484226 L
-492334 -491461 D
-467420 -485545 L
-472392 -475525 D
-490861 -469317 U
-478950 -482707 D
-491507 -494107 R
-480313 -495275 L
-496345 -489548 R
-484461 -487517 U
-480845 -484812 R
-488477 -469092 L
-473403 -470064 U
-482572 -477074 L
-480651 -468856 L
-495431 -469233 D
-486340 -488700 U
-468573 -476035 D
-479998 -487326 U
-478795 -469711 U
-484814 -487679 U
-487002 -478221 U
-479885 -475190 U
-470258 -475585 U
-470310 -498023 L
-474679 -478458 D
-467545 -495142 D
-475116 -496529 R
-469003 -480654 L
-481263 -498725 D
-486433 -469874 U
-495432 -496790 D
-492278 -477457 U
-469665 -470367 L
-483431 -491062 R
-473509 -470005 U
-485911 -471206 L
-487832 -473109 U
-483151 -473173 U
-480293 -476072 U
-481955 -483755 D
-479788 -471726 R
-475979 -492525 D
-473893 -493632 D
-495568 -475262 R
-494668 -477109 U
-471417 -481426 R
-477102 -482410 D
-479133 -475536 R
-496087 -469179 L
-496583 -486710 D
-499114 -476211 R
-498514 -477496 D
-497839 -484089 U
-499932 -490218 R
-493271 -478219 D
-493515 -491079 U
-490379 -498105 U
-497079 -476232 L
-495228 -470923 D
-475507 -484192 L
-490895 -477811 L
-492819 -497067 L
-479710 -476150 R
-491538 -477957 D
-476317 -491190 L
-483473 -471588 L
-473456 -486016 U
-486984 -490096 R
-499306 -495564 L
-499604 -483628 R
-495309 -495186 L
-477396 -495400 R
-484432 -483357 U
-468971 -495897 R
-467815 -488009 R
-473501 -490319 D
-496102 -470607 L
-482353 -475730 R
-490492 -479874 U
-471663 -470204 D
-483920 -484914 U
-488437 -470851 U
-472268 -499094 R
-478080 -471757 R
-493655 -496479 L
-491928 -484623 R
-496269 -477605 R
-485818 -489210 L
-480568 -481690 D
-477690 -475399 R
-488474 -493845 L
-471223 -482345 D
-483901 -497403 U
-479700 -493278 R
-497902 -484119 U
-492684 -481476 L
-495885 -496593 L
-476387 -492441 R
-487507 -488430 R
-499526 -483211 D
-489155 -484417 R
-498378 -487752 L
-484698 -481519 L
-491061 -469802 R
-492993 -483250 R
-499124 -495479 L
-482186 -494663 L
-469738 -475274 U
-494145 -479721 L
-472764 -468066 R
-479320 -472191 D
-467970 -474088 L
-478640 -477683 D
-467981 -482027 D
-480602 -469953 D
-485793 -474279 R
-488635 -469702 U
-490697 -471373 U
-481082 -475864 D
-487869 -492518 D
-486438 -483749 D
-468651 -486541 D
-484716 -492536 R
-493599 -498128 U
-489568 -484936 U
-467307 -476340 R
-487072 -489795 R
-482858 -495030 D
-474071 -485560 R
-478180 -474559 L
-468469 -473863 L
-478810 -468190 D
-477196 -479484 U
-493303 -483666 R
-492787 -477640 D
-497548 -494618 R
-494950 -488566 U
-481838 -478511 U
-499254 -489474 R
-496639 -483352 L
-474566 -468234 R
-491041 -477801 L
-472298 -485291 D
-471070 -499835 D
-488927 -491011 L
-487577 -483672 D
-478458 -483194 D
-468219 -483758 D
-475459 -496310 D
-489078 -499276 R
-469000 -490474 D
-473754 -479603 D
-478525 -484067 L
-470865 -490241 R
-484124 -491517 U
-497139 -483902 R
-482913 -473312 U
-499424 -499926 R
-469276 -477632 D
-480950 -471365 L
-482532 -480628 R
-479261 -489405 U
-470527 -470675 R
-493772 -490323 R
-494509 -494980 R
-488998 -472560 D
-485056 -475941 L
-470433 -472159 D
-474664 -474480 U
-470754 -484457 U
-471571 -480066 D
-483620 -497120 U
-499933 -472634 D
-478057 -494608 U
-484826 -494924 R
-482955 -473055 R
-485572 -493676 U
-475681 -491441 R
-488790 -468362 L
-485591 -493769 D
-490838 -479415 D
-470695 -489140 L
-467998 -488740 U
-482074 -473099 L
-487780 -485980 D
-492404 -486540 D
-489937 -481514 U
-484475 -485211 L
-482984 -469835 D
-479548 -489707 L
-486026 -480216 D
-472054 -472791 R
-489500 -495116 U
-477205 -496827 U
-485399 -473433 L
-497636 -491471 L
-485133 -486753 L
-480860 -491468 D
-479209 -484175 R
-480574 -479842 R
-476910 -472488 D
-493912 -473934 R
-485834 -473038 L
-473761 -494028 L
-480238 -471042 U
-496539 -478461 L
-486225 -492204 U
-471824 -494458 U
-499784 -478006 L
-498988 -474910 R
-472085 -485049 U
-482429 -492770 L
-484446 -493139 U
-475493 -495918 U
-472740 -486094 U
-484870 -474132 R
-474500 -483607 L
-482973 -494932 U
-475699 -485000 U
-473599 -476943 D
-487324 -488978 U
-498566 -472731 U
-499987 -479953 D
-473011 -474580 L
-490854 -467593 U
-476757 -476129 L
-475111 -475683 R
-491754 -473917 U
-469909 -483356 R
-487843 -482190 L
-479638 -492684 U
-499498 -475275 L
-475810 -472103 U
-488214 -492548 R
-467969 -473968 L
-492734 -479170 R
-467808 -481514 U
-468927 -490714 R
-498037 -483601 R
-470391 -479412 U
-492115 -492648 R
-467522 -488648 D
-490208 -493520 U
-484149 -496862 L
-482752 -487695 L
-468664 -479329 L
-497347 -480560 D
-485924 -495094 D
-492164 -494620 L
-497748 -488835 R
-483562 -490655 R
-497863 -494401 U
-471974 -486844 U
-474311 -479118 L
-493277 -474612 L
-499638 -496038 D
-477355 -491250 D
-489828 -491608 R
-470293 -469944 U
-492838 -467587 R
-480941 -487740 U
-486915 -487900 U
-477424 -474405 L
-497709 -492866 D
-473130 -486389 L
-496038 -474293 R
-478050 -487406 L
-483266 -485290 D
-493468 -496505 D
-472286 -497486 R
-495728 -490948 D
-477575 -485622 R
-483532 -478730 D
-495084 -475605 L
-477021 -485781 L
-498759 -484264 R
-490727 -486005 R
-471718 -467700 L
-477089 -485522 L
-487997 -494107 U
-490830 -494708 R
-468000 -493888 L
-493214 -486135 L
-474906 -469466 L
-489774 -492241 U
-479238 -476525 R
-467474 -477322 L
-468421 -469427 L
-467411 -486224 L
-469962 -495942 L
-471883 -480479 U
-467424 -497290 U
-496060 -477258 R
-478595 -489311 R
-483101 -483170 D
-477454 -479982 L
-498286 -486425 D
-468624 -470920 R
-480916 -484114 L
-468983 -474477 L
-468233 -482871 R
-476160 -467969 R
-474217 -485901 D
-491272 -483752 U
-489885 -499237 R
-473265 -496495 D
-467766 -485585 D
-484091 -493606 L
-491833 -485389 R
-496954 -492434 R
-497768 -496956 U
-492825 -473321 U
-480968 -483110 R
-496009 -489651 D
-487416 -490840 U
-468802 -492738 U
-473755 -475611 L
-478284 -468446 R
-476377 -483801 D
-491433 -469348 D
-474310 -494506 L
-476176 -494037 R
-483889 -497762 D
-495712 -484410 R
-471595 -469197 L
-486955 -470208 U
-493895 -489866 U
-472727 -493560 R
-477272 -499611 R
-495451 -488101 U
-477247 -499362 D
-488867 -469235 R
-478225 -480173 R
-473643 -472731 L
-480648 -488244 U
-475585 -488498 U
-489131 -476864 U
-497434 -467645 R
-467985 -482891 L
-478872 -492865 R
-480799 -490333 R
-481913 -489696 D
-468031 -493430 R
-468352 -478921 D
-467931 -482618 U
-494616 -475140 D
-484767 -490378 L
-493445 -485856 L
-499286 -480095 D
-492704 -494219 L
-494939 -472362 L
-483114 -483360 U
-473451 -483336 R
-476350 -477484 R
-480621 -478471 R
-476653 -476282 U
-473442 -488014 U
-494084 -482982 L
-493717 -480743 U
-483727 -470728 D
-494798 -478596 L
-476560 -485428 D
-470796 -469096 U
-498960 -486948 U
-489754 -469602 R
-481386 -487108 U
-483318 -467585 L
-491900 -493051 R
-486881 -488932 L
-473518 -488679 R
-486296 -499405 U
-471656 -477665 D
-496385 -479728 D
-485997 -497031 D
-479822 -468872 L
-479802 -470050 L
-484718 -474041 U
-482132 -468827 D
-474171 -469333 U
-479789 -496413 U
-489159 -490471 D
-469002 -497947 D
-484798 -469445 L
-487952 -477520 L
-467883 -476275 U
-478298 -490099 D
-472232 -476567 U
-488401 -482355 L
-480456 -499796 D
-472854 -484793 L
-485935 -490176 U
-476861 -490949 U
-499384 -497883 U
-482998 -474718 L
-468385 -492074 L
-470660 -474344 D
-480396 -472287 U
-474050 -489509 D
-469977 -474428 L
-469503 -469100 D
-483621 -472472 U
-478453 -482070 D
-468850 -490270 U
-499122 -471277 L
-490310 -472395 L
-493854 -489520 L
-480702 -498105 D
-493071 -482653 D
-493674 -494507 L
-484038 -475873 L
-480372 -476801 D
-472448 -468577 L
-475734 -498682 D
-475539 -492342 R
-492588 -484082 D
-483875 -494684 L
-488301 -487667 D
-497007 -496851 D
-471947 -479451 D
-493395 -474188 L
-482759 -477799 D
-485223 -468641 L
-493374 -469597 D
-483050 -481112 U
-499968 -491689 U
-494677 -487242 R
-479912 -469425 U
-489033 -471334 D
-471761 -483755 R
-482621 -494181 L
-480603 -476333 D
-467732 -497901 L
-474720 -486372 L
-498040 -488048 D
-495944 -475142 L
-482237 -491854 U
-491095 -494329 R
-480915 -478082 D
-470453 -474707 D
-473031 -498402 U
-484791 -473623 D
-467445 -488125 L
-498418 -495317 D
-498631 -472467 R
-469866 -471073 R
-473154 -493189 D
-486092 -475129 L
-480555 -490668 D
-494746 -489870 L
-489090 -482162 U
-496061 -473497 D
-469434 -483759 D
-481732 -467984 U
-485634 -496135 U
-492777 -484101 L
-499423 -477673 U
-467596 -483317 L
-498678 -475424 D
-485576 -497861 D
-490661 -479942 L
-496719 -473934 L
-496099 -485676 L
-476323 -488988 L
-479361 -475365 D
-483193 -482001 U
-492479 -467999 U
-487104 -472652 D
-488403 -486892 U
-472988 -480383 L
-478932 -476709 U
-468317 -471453 L
-481834 -477465 U
-475708 -495621 R
-472169 -484119 R
-493662 -473627 L
-469835 -474780 U
-493676 -479459 L
-479008 -486574 D
-485318 -482337 D
-486639 -498087 R
-474906 -478799 R
-483870 -482682 D
-498406 -476826 D
-475216 -472386 U
-490026 -490711 L
-484844 -468113 U
-480343 -483074 U
-489314 -495583 L
-499269 -486856 D
-489248 -476680 U
-468649 -476463 L
-493025 -497074 L
-468334 -485457 R
-494267 -484386 L
-470489 -477905 L
-496143 -472509 U
-494170 -499815 L
-494672 -468298 D
-496004 -467642 D
-469306 -497070 L
-487036 -470887 D
-477674 -469697 D
-480221 -478174 R
-482304 -489577 D
-478946 -471678 R
-479659 -494615 D
-467295 -490521 D
-476754 -469860 D
-482243 -471753 R
-468276 -494427 L
-496962 -495284 U
-476985 -495286 U
-476885 -473915 D
-485064 -488978 U
-468654 -473766 U
-486491 -494573 L
-498783 -475202 R
-484399 -485097 U
-471730 -496794 R
-480572 -495523 U
-490258 -474409 R
-467804 -482346 L
-481012 -499893 R
-496197 -481744 L
-474776 -469820 U
-480461 -481007 U
-495909 -489492 D
-476038 -473309 D
-487656 -472749 D
-479158 -489241 U
-481083 -476695 U
-490300 -492413 D
-497248 -480569 L
-490460 -477182 U
-498781 -467296 D
-469009 -484667 L
-469137 -467593 D
-478530 -471525 L
-489117 -492697 D
-494373 -479698 L
-480216 -468570 U
-472455 -476211 D
-481640 -486137 U
-490960 -471873 R
-478130 -485468 L
-470794 -478306 D
-497854 -480389 U
-494372 -468634 L
-477644 -488923 R
-476627 -486838 L
-469282 -472599 L
-467253 -482205 R
-494556 -474400 R
-475697 -470446 D
-479311 -497952 R
-482841 -486153 L
-484403 -483989 R
-481570 -469308 L
-473776 -487212 L
-474287 -473005 D
-471310 -488363 R
-493174 -485044 L
-469389 -482602 R
-468255 -470593 R
-478896 -498556 R
-488627 -489605 R
-470533 -492137 U
-468260 -489463 D
-481329 -474415 D
-497335 -484522 U
-468160 -491361 U
-480268 -488400 R
-477971 -497695 L
-481056 -492766 U
-484961 -475192 U
-468603 -494255 D
-483738 -481722 R
-491884 -480147 D
-483517 -478975 D
-472564 -471599 R
-473049 -475434 L
-477407 -481696 L
-494797 -471487 D
-475158 -471605 R
-495499 -473270 D
-495911 -471229 U
-488804 -497720 L
-483749 -491844 D
-476839 -493799 R
-482497 -478896 U
-475808 -482659 D
-479568 -478100 U
-480434 -493930 D
-492827 -494915 L
-491042 -499900 D
-499244 -489697 L
-484051 -488376 R
-499830 -467709 U
-492542 -490306 L
-472579 -476420 U
-479913 -473975 R
-473490 -491661 R
-480368 -496699 L
-472911 -474947 R
-477148 -495774 D
-474375 -476933 L
-473684 -498104 D
-480004 -476265 R
-493684 -487260 U
-475252 -477899 R
-490067 -483548 U
-475665 -477077 L
-477165 -483766 U
-493403 -481104 L
-491229 -471515 L
-496293 -490962 R
-471303 -481010 L
-485831 -468862 R
-472282 -492484 L
-479537 -475242 D
-475742 -472247 U
-491699 -476915 U
-494879 -470016 R
-479538 -473595 D
-479677 -493041 U
-474154 -479215 U
-480931 -476566 U
-498091 -471622 R
-477746 -486262 L
-476974 -473614 R
-484718 -480308 L
-473460 -494795 U
-489698 -471658 R
-482649 -470454 D
-473686 -485101 U
-493366 -478742 U
-490650 -472162 L
-489029 -495694 R
-499561 -474819 L
-495921 -474070 L
-470058 -484682 L
-486061 -474420 U
-486696 -474340 D
-475332 -486323 R
-493425 -471816 L
-489296 -499564 U
-486520 -498868 L
-488875 -480477 D
-493367 -498397 U
-475545 -499737 R
-493913 -474510 U
-498949 -473187 U
-483262 -497807 L
-475647 -499117 U
-477780 -491594 U
-493597 -488521 L
-494103 -480073 L
-473133 -483295 D
-475318 -490622 U
-493284 -496984 L
-469045 -470077 U
-494818 -474208 L
-484735 -496005 L
-494145 -474036 D
-497603 -496399 L
-476566 -483405 U
-497432 -497472 L
-479753 -468527 U
-477110 -476145 R
-486882 -488035 U
-469960 -471711 D
-486092 -489568 D
-468130 -480141 R
-498333 -492021 L
-478436 -496094 R
-491349 -495474 L
-470988 -470183 L
-486085 -489118 R
-495304 -496784 U
-475631 -489917 R
-496900 -484222 U
-469540 -488630 R
-489865 -467805 R
-487785 -484631 R
-480048 -492279 D
-489902 -486022 U
-489064 -473994 R
-474584 -497639 D
-478119 -472953 U
-467372 -473659 U
-480773 -487997 L
-495904 -477438 R
-478276 -490390 D
-487834 -472219 R
-484184 -488318 R
-491312 -485926 L
-485430 -469614 L
-479697 -481402 R
-472928 -475389 R
-483856 -473463 U
-471960 -498643 D
-486117 -494315 U
-475545 -472213 L
-484763 -470381 R
-472516 -470572 D
-493260 -474166 R
-473391 -494228 R
-493324 -495546 R
-468584 -483867 L
-495555 -470413 U
-486132 -489400 L
-478267 -482011 L
-477525 -486366 L
-479472 -478077 U
-497683 -495353 D
-472741 -470637 L
-490779 -482934 D
-482503 -479526 L
-481665 -490249 D
-472621 -486973 R
-479318 -480393 R
-474414 -469035 D
-474167 -479131 L
-499621 -483362 D
-471494 -473864 D
-479583 -473448 D
-494114 -489063 U
-486154 -482442 D
-495392 -467344 U
-490897 -467558 R
-488405 -490474 R
-474514 -484822 R
-489127 -472209 D
-495702 -492430 R
-495365 -475118 L
-492392 -473702 R
-495482 -476464 L
-491970 -482079 R
-482738 -478669 U
-498993 -472434 D
-490667 -492269 U
-487505 -499937 L
-479781 -483444 U
-484694 -496287 L
-491284 -477956 R
